고유번호,화학물질의 명칭,CAS
97-1-441,2-비닐피리딘[2-Vinylpyridine; 100-69-6] 및 이를 25% 이상 함유한 혼합물,100-69-6
97-1-442,4-비닐피리딘[4-vinylpyridine; 100-43-6] 및 이를 25% 이상 함유한 혼합물,100-43-6
97-1-443,"N,N'-비스(3-아미노프로필)-1,2-에탄디아민[N,N'-Bis(3-aminopropyl)-1,2-ethanediamine; 10563-26-5] 및 이를 25% 이상 함유한 혼합물",10563-26-5
97-1-444,"N,N-비스(2-에틸헥실)-[(1,2,4-트리아졸-1-일)메틸]아민[N,N-Bis(2-ethylhexyl)-[(1,2,4-triazol-1-yl)methyl]amine; 91273-04-0] 및 이를 1% 이상 함유한 혼합물",91273-04-0
97-1-445,4-아미노비페닐[4-Aminobiphenyl; 92-67-1] 및 이를 0.1% 이상 함유한 혼합물,92-67-1
97-1-446,4-아미노비페닐 염산염[4-Aminobiphenyl hydrochloride; 2113-61-3] 및 이를 0.1% 이상 함유한 혼합물,2113-61-3
97-1-447,p-아미노아조벤젠[p-Aminoazobenzene; 60-09-3] 및 이를 0.1% 이상 함유한 혼합물,60-09-3
97-1-448,m-아미노클로로벤젠[m-Aminochlorobenzene; 108-42-9] 및 이를 25% 이상 함유한 혼합물,108-42-9
97-1-449,4-아미노피리딘[4-Aminopyridine; 504-24-5] 및 이를 25% 이상 함유한 혼합물,504-24-5
97-1-450,"tert-알킬(C=12-14)아민, 1-아미노-9,10-디히드로-9,10-디옥소-4-(2,4,6-트리메틸아닐리노)-안트라센-2-술폰산[Amine,tert-alkyl(C=12-14),1-amino-9,10-dihydro-9,10-dioxo-4-(2,4,6-trimethylanilino)-anthracene-2-sulfonic acid; 부여안됨] 및 이를 25% 이상 함유한 혼합물",#N/A
97-1-451,N-알킬 톨루이딘[N-Alkyl toluidine] 및 그 염류를 25% 이상 함유한 혼합물,#N/A
97-1-452,3-에톡시프로필아민[3-Ethoxypropylamine; 6291-85-6] 및 이를 25% 이상 함유한 혼합물,6291-85-6
97-1-453,1-클로로-2-니트로프로판[1-Chloro-2-nitropropane; 2425-66-3] 및 이를 1% 이상 함유한 혼합물,2425-66-3
97-1-454,2-클로로벤젠아민[2-Chlorobenzenamine; 95-51-2] 및 이를 25% 이상 함유한 혼합물,95-51-2
97-1-455,2-클로로에탄올[2-Chloroethanol; 107-07-3] 및 이를 1% 이상 함유한 혼합물,107-07-3
97-1-456,4-(2-클로로에틸)몰포린 염산[4-(2-Chloroethyl)morpholine hydrochloride; 3647-69-6] 및 이를 25% 이상 함유한 혼합물,3647-69-6
97-1-457,2-클로로피리딘[2-Chloropyridine; 109-09-1] 및 이를 25% 이상 함유한 혼합물,109-09-1
97-1-458,(E)-N-[(6-클로로-3-피리딜)메틸]-N-시아노-N-메틸아세트아미딘[(E)-N-[(6-Chloro-3-pyridyl)methyl]-N-cyano-N-methylacetamidine; 135410-20-7] 및 이를 25% 이상 함유한 혼합물,135410-20-7
97-1-459,"2,2,6,6-테트라메틸-4-아미노피페리딘과 도데실아크릴산, 테트라데실 아크릴산 혼합물의 반응생성물[2,2,6,6,-Tetramethyl-4-aminopiperidine reaction product with mixture of dodecyl acrylate and tetradecyl acrylate; 부여안됨] 및 이를 25% 이상 함유한 혼합물",#N/A
97-1-460,"1,1,2,2-테트라브로모에탄[1,1,2,2-Tetrabromoethane; 79-27-6] 및 이를 1.0% 이상 함유한 혼합물",79-27-6
97-1-461,p-톨릴 디요오도메틸 술폰[p-tolyl diiodomethyl sulfone; 20018-09-1] 및 이를 1% 이상 함유한 혼합물,20018-09-1
97-1-462,"S,S,S-트리부틸 삼티오인산[S,S,S-Tributyl phosphorotrithioate; 78-48-8] 및 이를 1% 이상 함유한 혼합물",78-48-8
97-1-463,"2,4,5-티[2,4,5-T; 93-76-5] 및 이를 1% 이상 함유한 혼합물",93-76-5
97-1-464,"2-프로펜아미드 중합체와 클로로메탄, 디메틸아민, 포름알데히드의 반응 생성물[2-Propenamide homopolymer reaction products with chloromethane, di-methylamine and formaldehyde; 70750-20-8] 및 이를 1% 이상 함유한 혼합물",70750-20-8
97-1-465,N-2-프로펜일-2-프로펜-1-아민[N-2-Propenyl-2-propen-1-amine; 124-02-7] 및 이를 25% 이상 함유한 혼합물,124-02-7
97-1-466,2-프로핀-1-올[2-Propyn-1-ol; 107-19-7] 및 이를 25% 이상 함유한 혼합물,107-19-7
97-1-467,"폴리(헥사메틸렌비구아니드)의 염산염[Poly(hexamethylenebiguanide) hydrochloride; PHMB; 27083-27-8, 32289-58-0] 및 이를 1% 이상 함유한 혼합물",27083-27-8
97-1-468,2-히드라지노에탄올[2-Hydrazinoethanol; 109-84-2]과 그 염류 및 그 중 하나를 1% 이상 함유한 혼합물,109-84-2
97-1-469,3-히드록시-4-[(2-히드록시-1-나프틸)아조]-1-나프탈렌술포나토(3-)[1-[[2-히드록시-5-[(r-메톡시페닐)아조]페닐)아조]-2-나프토라토(2-)]크롬산(2-) 이나트륨[Disodium[3-hydroxy-4-[(2-hydroxy-1-naphthyl)azo]-1-naphthalenesulfonato(3-)[1-[[2-hydroxy-5-[(r-methoxyphenyl)azo]phenyl]azo]-2-naphtholato(2-)]chromate(2-); 30785-74-1] 및 이를 25% 이상 함유한 혼합물,30785-74-1
97-1-470,3-[(프롭-1-엔-2-일)페닐]프롭-2-일 이소시안산[3-[(Prop-1-en-2-yl)phenyl]prop-2-yl isocyanate; 2094-99-7] 및 이를 1% 이상 함유한 혼합물,2094-99-7
97-1-471,13-cis-레틴산[13-cis-Retinoic acid; 4759-48-2] 및 이를 0.1% 이상 함유한 혼합물,4759-48-2
97-1-472,"4-메르캅토메틸-3,6-디티아-1,8-옥탄디티올[4-Mercaptomethyl-3,6-dithia-1,8-octanedithiol; 131538-00-6] 및 이를 1% 이상 함유한 혼합물",131538-00-6
97-1-473,테플루트린[Tefluthrin; 79538-32-2] 및 이를 1% 이상 함유한 혼합물,79538-32-2
97-1-474,"1,6-비스(2,3-에폭시프로폭시)나프탈렌[1,6-Bis(2,3-epoxypropoxy)naphthalene; 27610-48-6] 및 이를 1% 이상 함유한 혼합물",27610-48-6
98-1-475,디클로로(페닐)포스핀[Dichloro(phenyl)phosphine; 644-97-3] 및 이를 25% 이상 함유한 혼합물,644-97-3
98-1-476,2-티에닐아세토니트릴[2-Thienylacetonitrile; 20893-30-5] 및 이를 25% 이상 함유한 혼합물,20893-30-5
98-1-477,"N-(2-아미노에틸)-1,3-프로판디아민[N-(2-Aminoethyl)-1,3-propanediamine; 13531-52-7] 및 이를 10% 이상 함유한 혼합물",13531-52-7
98-1-478,아세톤 티오쎄미카르바존[Acetone thiosemicarbazone; 1752-30-3] 및 이를 1% 이상 함유한 혼합물,1752-30-3
98-1-479,"4,4'-메틸렌비스(2-클로로아닐린)[4,4'-Methylenebis(2-chloroaniline); 101-14-4] 및 이를 0.1% 이상 함유한 혼합물",101-14-4
98-1-480,트리부틸아민[Tributylamine; 102-82-9] 및 이를 25% 이상 함유한 혼합물,102-82-9
98-1-481,(에폭시에틸)벤젠[(Epoxyethyl)benzene; 96-09-3] 및 이를 0.1% 이상 함유한 혼합물,96-09-3
98-1-482,니트로펜[Nitrofen; 1836-75-5] 및 이를 0.1% 이상 함유한 혼합물,1836-75-5
98-1-483,염화 2-클로로에틸디에틸암모늄[2-Chloroethyldiethylammonium chloride; 869-24-9] 및 이를 25% 이상 함유한 혼합물,869-24-9
98-1-484,플루퀸코나졸[Fluquinconazole; 136426-54-5] 및 이를 25% 이상 함유한 혼합물,136426-54-5
98-1-485,테부피림포스[Tebupirimfos; 96182-53-5] 및 이를 1% 이상 함유한 혼합물,96182-53-5
98-1-486,"인독사캅[Indoxacarb; 173584-44-6]. 다만, 이를 함유한 혼합물은 제외",173584-44-6
98-1-487,"팜옥사돈[Famoxadone; 131807-57-3]. 다만, 이를 함유한 혼합물은 제외",131807-57-3
98-1-488,"1,1'-(1,3-페닐렌디카르보닐)비스(메틸아지리딘)[1,1‘-(1,3-Phenylenedi carbonyl)bis(methyl aziridine); 7652-64-4] 및 이를 1% 이상 함유한 혼합물",7652-64-4
98-1-489,"에틸 5,5-디페닐-2-이소사졸린-3-카르복실레이트[Ethyl 5,5-diphenyl-2-isoxazoline-3-carboxylate; 163520-33-0]. 다만, 이를 함유한 혼합물은 제외",163520-33-0
99-1-490,1-메틸프로필아민[1-Methylpropylamine; 13952-84-6] 및 이를 10% 이상 함유한 혼합물,13952-84-6
99-1-491,1-클로로-2-니트로벤젠[1-Chloro-2-nitrobenzene; 88-73-3] 및 이를 25% 이상 함유한 혼합물,88-73-3
99-1-492,2-푸란메탄올[2-Furanmethanol; 98-00-0] 및 이를 25% 이상 함유한 혼합물,98-00-0
99-1-493,염화 벤질디메틸옥타데실암모늄[Benzyldimethylocta- decylammonium chloride; 122-19-0] 및 이를 25% 이상 함유한 혼합물,122-19-0
99-1-494,(2-히드록시에틸)암모늄 메르캅토아세트산[(2-Hydroxyethyl)ammonium mercaptoacetate; 126-97-6] 및 이를 25% 이상 함유한 혼합물,126-97-6
99-1-495,"3,3,4,4-테트라클로로테트라히드로티오펜 1,1-디옥시드[3,3,4,4-Tetrachlorotetrahydrothiophene 1,1-dioxide; 3737-41-5] 및 이를 25% 이상 함유한 혼합물",3737-41-5
99-1-496,에스펜발러레이트[Esfenvalerate; 66230-04-4] 및 이를 25% 이상 함유한 혼합물,66230-04-4
99-1-497,클로로벤질레이트[Chlorobenzilate; 510-15-6] 및 이를 1% 이상 함유한 혼합물,510-15-6
99-1-498,"트리스(2,3-디브로모프로필)포스페이트[Tris(2,3-dibromopropyl)phosphate; 126-72-7] 및 이를 0.1% 이상 함유한 혼합물",126-72-7
99-1-499,"퍼메트린[Permethrin; 52645-53-1]. 다만, 이를 함유한 혼합물은 제외",52645-53-1
99-1-500,4-니트로톨루엔[4-Nitrotoluene; 99-99-0] 및 이를 25% 이상 함유한 혼합물,99-99-0
99-1-501,아미트롤[Amitrole; 61-82-5] 및 이를 0.1% 이상 함유한 혼합물,61-82-5
99-1-502,피비비[PBBs; 59536-65-1] 및 이를 0.1% 이상 함유한 혼합물,59536-65-1
99-1-503,"3-도데실-1-(2,2,6,6-테트라메틸-4-피페리디닐)-2,5-피롤리딘디온[3-Dodecyl-1-(2,2,6,6-tetramethyl-4-piperidinyl)-2,5-pyrrolidinedione; 79720-19-7] 및 이를 10% 이상 함유한 혼합물",79720-19-7
99-1-504,디에틸에스테르 클로로인산[Phosphorochloridic acid diethyl ester; 814-49-3] 및 이를 1% 이상 함유한 혼합물,814-49-3
99-1-505,퍼플루오로시클로펜텐[Perfluorocyclopentene; 559-40-0] 및 이를 20% 이상 함유한 혼합물,559-40-0
99-1-506,중크롬산[Dichromic acid; 13530-68-2] 또는 그 염류 및 중크롬산 염류를 0.1% 이상 함유한 혼합물,13530-68-2
2000-1-507,"트리테트라메틸암모늄 4,5-디히드로-5-옥소-1-(4-술포페닐)-4-[(4-술포페닐)아조]-1H-피라졸-3-카르복실산[Tritetramethylammonium 4,5-dihydro-5-oxo-1-(4-sulfophenyl)-4-[(4-sulfophenyl)azo]-1H-pyrazole-3-carboxylate; 131013-81-5] 및 이를 25% 이상 함유한 혼합물",131013-81-5
2000-1-508,프로피오노니트릴[Propiononitrile; 107-12-0] 및 이를 25% 이상 함유한 혼합물,107-12-0
2000-1-509,"수산화 세트리모늄[Cetrimonium hydroxide; 505-86-2]과 세트리모늄 염류[Cetrimonium, salts; 112-02-7, 57-09-0, 124-23-2 등] 및 이를 25% 이상 함유한 혼합물",505-86-2
,"수산화 세트리모늄 염류[Cetrimonium, salts; 112-02-7, 57-09-0, 124-23-2 등] 및 이를 25% 이상 함유한 혼합물",112-02-7
,"수산화 세트리모늄 염류[Cetrimonium, salts; 57-09-0, 124-23-2 등] 및 이를 25% 이상 함유한 혼합물",57-09-0
,"수산화 세트리모늄 염류[Cetrimonium, salts; 124-23-2 등] 및 이를 25% 이상 함유한 혼합물",124-23-2
2000-1-510,"1,4-디클로로-3-부텐-2-온[1,4-Dichloro-3-buten-2-one; 69711-44-0] 및 이를 1% 이상 함유한 혼합물",69711-44-0
2000-1-511,"2-히드록시-4,4'-디클로로디페닐에테르[2-Hydroxy-4,4'-dichlorodiphenyl ether; 3380-30-1] 및 이를 25% 이상 함유한 혼합물",3380-30-1
2000-1-512,"N,N-디메틸-N-2-프로페닐-2-프로펜-1-염화아미늄과 테트라페닐보레이트(1-)나트륨의 반응생성물[N,N-Dimethyl-N-2-propenyl-2-propen-1-aminium reaction products with sodium tetraphenylborate(1-); 153965-50-5] 및 이를 25% 이상 함유한 혼합물",153965-50-5
2000-1-513,디이소프로필 잔토젠폴리술파이드[Diisopropyl xanthogenpolysulphide; 137398-54-0] 및 이를 25% 이상 함유한 혼합물,137398-54-0
2000-1-514,"1,3-디히드로-1,3-디옥소-2H-이소인돌-2-헥산퍼옥소산[1,3-Dihydro-1,3-dioxo-2H-isoindole-2-hexaneperoxoic acid; 128275-31-0] 및 이를 25% 이상 함유한 혼합물",128275-31-0
2001-1-515,"노닐페놀류[Nonylphenols; 25154-52-3, 104-40-5, 84852-15-3, 139-84-4, 136-83-4]와 4-tert-옥틸페놀[4-tert-Octylphenol; 140-66-9] 및 그 중 하나를 25% 이상 함유한 혼합물",25154-52-3
,"노닐페놀류[Nonylphenols; 104-40-5, 84852-15-3, 139-84-4, 136-83-4]와 4-tert-옥틸페놀[4-tert-Octylphenol; 140-66-9] 및 그 중 하나를 25% 이상 함유한 혼합물",104-40-5
,"노닐페놀류[Nonylphenols; 84852-15-3, 139-84-4, 136-83-4]와 4-tert-옥틸페놀[4-tert-Octylphenol; 140-66-9] 및 그 중 하나를 25% 이상 함유한 혼합물",84852-15-3
,"노닐페놀류[Nonylphenols; 139-84-4, 136-83-4]와 4-tert-옥틸페놀[4-tert-Octylphenol; 140-66-9] 및 그 중 하나를 25% 이상 함유한 혼합물",139-84-4
,노닐페놀류[Nonylphenols; 136-83-4]와 4-tert-옥틸페놀[4-tert-Octylphenol; 140-66-9] 및 그 중 하나를 25% 이상 함유한 혼합물,136-83-4
,4-tert-옥틸페놀[4-tert-Octylphenol; 140-66-9] 및 그 중 하나를 25% 이상 함유한 혼합물,140-66-9
2001-1-516,디메칠디치오카밤산 나트륨[Sodium dimethyldithiocarbamate; 128-04-1] 및 이를 25% 이상 함유한 혼합물,128-04-1
2001-1-517,트리페닐인산[Triphenylphosphate; 115-86-6] 및 이를 25% 이상 함유한 혼합물,115-86-6
2001-1-518,"1,2-이염화에탄[1,2-Dichloroethane; 107-06-2] 및 이를 0.1% 이상 함유한 혼합물",107-06-2
2001-1-519,염화비닐[Vinyl chloride; 75-01-4] 및 이를 0.1% 이상 함유한 혼합물,75-01-4
2001-1-520,산화에틸렌[Ethylene oxide; 75-21-8] 및 이를 0.1% 이상 함유한 혼합물,75-21-8
2001-1-521,트리클로로아세토니트릴[Trichloroacetonitrile; 545-06-2] 및 이를 25% 이상 함유한 혼합물,545-06-2
2001-1-522,염화2-메틸-2-프로페노일[2-Methyl-2-propenoylchloride;920-46-7]및이를1%이상함유한 혼합물,920-46-7
2001-1-523,"1,1'-(p-톨릴이미노)디프로판-2-올[1,1'-(p-Tolylimino)dipropan-2-ol; 38668-48-3] 및 이를 25% 이상 함유한 혼합물",38668-48-3
2001-1-524,"헥사플루오로-1,3-부타디엔[Hexafluoro-1,3-butadiene; 685-63-2] 및 이를 25% 이상 함유한 혼합물",685-63-2
2001-1-525,"1,1,1-트리플루오르-N-[(트리플루오로메틸)술포닐]메탄술폰아미드 리튬염[1,1,1-Trifluoro-N-[(trifluoromethyl)sulfonyl] methanesulfonamide lithium salt; 90076-65-6] 및 이를 25% 이상 함유한 혼합물",90076-65-6
2002-1-526,"2,2'-티오디에탄티올[2,2'-Thiodiethanethiol; 3570-55-6] 및 이를 1% 이상 함유한 혼합물",3570-55-6
2002-1-527,"1-사이클로헥실-1H-피롤-2,5-디온[1-Cyclohexyl-1H-pyrrole-2,5-dione; 1631-25-0] 및 이를 1% 이상 함유한 혼합물",1631-25-0
2002-1-528,"N'-[3-(디메틸아미노)프로필]-N,N-디메틸프로판-1,3-디아민[N'-[3-(Dimethylamino)propyl]-N,N-dimethylpropane-1,3-diamine; 6711-48-4] 및 이를 25% 이상 함유한 혼합물",6711-48-4
2002-1-529,수산화 테트라메틸암모니윰[Tetramethylammonium hydroxide; 75-59-2] 및 이를 25% 이상 함유한 혼합물,75-59-2
2002-1-530,피리딘-트리페닐보란(1/1)[Pyridine-triphenylborane(1/1); 971-66-4] 및 이를 25% 이상 함유한 혼합물,971-66-4
2002-1-531,N-[3-(옥시라닐메톡시)페닐]-N-(옥시라닐메틸)옥시란메탄아민[N-[3-(Oxiranylmethoxy)phenyl]-N-(oxiranylmethyl)oxiranemethanamine; 71604-74-5] 및 이를 1% 이상 함유한 혼합물,71604-74-5
2002-1-532,N-[2-메틸-4-(옥시라닐메톡시)페닐]-N-(옥시라닐메틸)옥시란메탄아민[N-[2-Methyl-4-(oxiranylmethoxy)phenyl]-N-(oxiranylmethyl)oxiranemethanamine; 110656-67-2] 및 이를 1% 이상 함유한 혼합물,110656-67-2
2002-1-533,"N-알킬(C=8~22) 폴리트리메틸렌폴리아민, 카르복시메틸 유도체., 나트륨염[N-Alkyl(C=8~22) polytrimethylenepolyamines, carboxymethyl derivs., sodium salt; 97659-53-5] 및 이를 25% 이상 함유하는 혼합물",97659-53-5
2002-1-534,"1,3-디-2-프로페닐-2-(2-프로페닐옥시)벤젠, 에폭시화[1,3-Di-2-propenyl-2-(2-propenyloxy)benzene, epoxidized; 부여안됨] 및 이를 1% 이상 함유한 혼합물",#N/A
2003-1-535,"2,2'-[메틸렌비스[(2,6-디메틸-4,1-페닐렌)옥시메틸렌]]비스옥시란[2,2'-[Methylenebis[(2,6-dimethyl-4,1-phenylene)oxymethylene]]bisoxirane; 93705-66-9] 및 이를 25% 이상 함유한 혼합물",93705-66-9
2003-1-536,테트라이소시아나토실란[Tetraisocyanatosilane; 3410-77-3] 및 이를 1% 이상 함유한 혼합물,3410-77-3
2003-1-537,"[4-[α-[4-(디메틸아미노)페닐]벤질리딘]시클로헥사-2,5-디엔-1-일리딘]디메틸암모늄 클로라이드[[4-[α-[4-(Dimethylamino)phenyl]benzylidene]cyclohexa-2,5-dien-1-ylidene]dimethylammonium chloride; 569-64-2] 및 이를 25% 이상 함유한 혼합물",569-64-2
2003-1-538,n-프로필 클로로포름산[n-Propyl chloroformate; 109-61-5] 및 이를 25% 이상 함유한 혼합물,109-61-5
2003-1-539,염화테트라메틸암모늄[Tetramethylammonium chloride; 75-57-0] 및 이를 1% 이상 함유한 혼합물,75-57-0
2003-1-540,불화 트리에틸암모늄[Triethylammonium fluoride; 73602-61-6] 및 이를 25% 이상 함유한 혼합물,73602-61-6
2003-1-541,"포름알데히드 1,3-벤젠디메탄아민과 페놀의 중합체[Formaldehyde polymer with 1,3-benzenedimethanamine and phenol; 57214-10-5] 및 이를 25% 이상 함유한 혼합물",57214-10-5
2003-1-542,"1,3-벤젠디메탄아민, N-(2-페닐에틸) 유도체[1,3-Benzenedimethanamine, N-(2-phenylethyl) derivs.; 404362-22-7] 및 이를 25% 이상 함유한 혼합물",404362-22-7
2003-1-543,Benzophenone hydrazone[벤조페논 히드라존; 5350-57-2] 및 이를 25% 이상 함유한 혼합물,5350-57-2
2004-1-544,"에피클로로히드린, 2-메르캡토에탄올, 황화 나트륨과 티오우레아의 반응생성물[Reaction products of epichlorohydrin, 2-mercaptoethanol, sodium sulfide and thiourea; 553664-68-9] 및 이를 25% 이상 함유한 혼합물",553664-68-9
2004-1-545,염화메탄술포닐[Methanesulfonyl chloride; 124-63-0] 및 이를 1% 이상 함유한 혼합물,124-63-0
2004-1-546,"3a,4,4a,5,8,8a,9,9a-옥타히드로-4,9:5,8-디메타노-1H-벤즈[f]인덴과 4,4a,4b,5,8,8a,9,9a-옥타히드로-1,4:5,8-디메타노-1H-플루오렌의 혼합물[Mixture of 3a,4,4a,5,8,8a,9,9a-Octahydro-4,9:5,8-dimethano-1H-benz[f]indene(7158-25-0) and 4,4a,4b,5,8,8a,9,9a-Octahydro-1,4:5,8-dimethano-1H-fluorene(35184-08-8)] 및 이를 25% 이상 함유한 혼합물",7158-25-0
,"4,4a,4b,5,8,8a,9,9a-Octahydro-1,4:5,8-dimethano-1H-fluorene(35184-08-8)] 및 이를 25% 이상 함유한 혼합물",35184-08-8
2005-1-547,"3,3'-디클로로벤지딘[3,3'-Dichlorobenzidine; 91-94-1]과 그 염류 및 그 중 하나를 1% 이상 함유한 혼합물",91-94-1
2005-1-548,에틸 카바메이트[Ethyl carbamate; 51-79-6] 및 이를 1% 이상 함유한 혼합물,51-79-6
2005-1-549,"4-클로로-3-히드록시부티로니트릴[4-Chloro-3-hydroxybutyronitrile; 105-33-9, 127913-44-4, 84367-31-7] 및 이를 25% 이상 함유한 혼합물",105-33-9
,"4-클로로-3-히드록시부티로니트릴[4-Chloro-3-hydroxybutyronitrile; 127913-44-4, 84367-31-7] 및 이를 25% 이상 함유한 혼합물",127913-44-4
,4-클로로-3-히드록시부티로니트릴[4-Chloro-3-hydroxybutyronitrile; 84367-31-7] 및 이를 25% 이상 함유한 혼합물,84367-31-7
2005-1-550,N-에틸-N'-[(1-디에틸아미노)프로필리덴]티오우레아[N-Ethyl-N'-[(1-diethylamino)propylidene]thiourea; 부여안됨] 및 이를 25% 이상 함유한 혼합물,#N/A
2005-1-551,"디페닐 이오도늄과 7,7-디메틸-2-옥소비사이클로[2.2.1]헵탄-1-메탄술폰산의 염류(1:1)[Diphenyl iodonium salt with 7,7-dimethyl-2-oxobicyclo[2.2.1]heptane-1-methanesulfonic acid(1:1); 214534-44-8] 및 이를 1% 이상 함유한 혼합물",214534-44-8
2005-1-552,"도데실 또는 테트라데실 N-(2,2,6,6-테트라메틸-4-피페리디닐)-β-알라닌[Dodecyl or tetradecyl N-(2,2,6,6-tetramethyl-4-piperidinyl)-β-alanine; 119530-69-7, 119530-70-0)] 및 이를 25% 이상 함유한 혼합물",119530-69-7
,"도데실 또는 테트라데실 N-(2,2,6,6-테트라메틸-4-피페리디닐)-β-알라닌[Dodecyl or tetradecyl N-(2,2,6,6-tetramethyl-4-piperidinyl)-β-alanine; 119530-70-0)] 및 이를 25% 이상 함유한 혼합물",119530-70-0
2005-1-553,"5H-1,2-옥사티올, 2,2-디옥시드[5H-1,2-Oxathiole, 2,2-dioxide; 21806-61-1] 및 이를 25% 이상 함유한 혼합물",21806-61-1
2005-1-554,"N,N'-비스[3-(디메틸아미노)프로필]우레아와 1,1'-옥시비스[2-클로로에탄]의 중합체[N,N'-Bis[3-(dimethylamino)propyl]urea polymer with 1,1'-oxybis[2-chloroethane]; 68555-36-2] 및 이를 25% 이상 함유한 혼합물",68555-36-2
2005-1-555,염화 트리부틸테트라데실포스포늄[Tributyltetradecylphosphonium chloride; 81741-28-8] 및 이를 25% 이상 함유한 혼합물,81741-28-8
2006-1-556,비스(2-에틸헥실) 프탈레이트[Bis(2-ethylhexyl) phthalate; 117-81-7] 및 이를 25% 이상 함유한 혼합물,117-81-7
2006-1-557,디부틸 프탈레이트[Dibutyl phthalate; 84-74-2] 및 이를 25% 이상 함유한 혼합물,84-74-2
2006-1-558,부틸벤질 프탈레이트[Butylbenzyl phthalate; 85-68-7] 및 이를 25% 이상 함유한 혼합물,85-68-7
2008-1-559,4-브로모-2-(4-클로로페닐)-5-(트리플루오로메틸)-1H-피롤-3-카르보니트릴[4-Bromo-2-(4-chlorophenyl)-5-(trifluoromethyl)-1H-pyrrole-3-carbonitrile; 122454-29-9] 및 이를 25% 이상 함유한 혼합물,122454-29-9
2008-1-560,디메틸 설파이드 보란[Dimethyl sulfide borane; 13292-87-0] 및 이를 25% 이상 함유한 혼합물,13292-87-0
2008-1-561,베톡사진[Bethoxazin; 163269-30-5] 및 이를 2.5% 이상 함유한 혼합물,163269-30-5
2008-1-562,"2,2'-(9-옥타데세닐이미노)비스에탄올[2,2'-(9-Octadecenylimino)bisethanol; 25307-17-9] 및 이를 10% 이상 함유한 혼합물",25307-17-9
2008-1-563,염화 트리플루오로아세틸[Trifluoroacetyl chloride; 354-32-5] 및 이를 1% 이상 함유한 혼합물,354-32-5
2008-1-564,"[3-(히드록시-kO)-4-[[2-(히드록시-kO)-1-나프탈렌일]아조-kN1]-7-니트로-1-나프탈렌술포나토(3-)][4-(히드록시-kO)-3-[[2-(히드록시-kO)-5-니트로페닐]아조-kN1]-7-(페닐아미노)-2-나프탈렌술포나토(3-)]크롬산(3-), 이수소 나트륨[[3-(Hydroxy-kO)-4-[[2-(hydroxy-kO)-1-naphthalenyl]azo-kN1]-7-nitro-1-naphthalenesulfonato(3-)][4-(hydroxy-kO)-3-[[2-(hydroxy-kO)-5-nitrophenyl]azo-kN1]-7-(phenylamino)-2-naphthalenesulfonato(3-)]chromate(3-), sodium dihydrogen; 874299-51-1] 및 이를 25% 이상 함유한 혼합물",874299-51-1
2008-1-565,"[3-(히드록시-kO)-4-[[2-(히드록시-kO)-1-나프탈렌일]아조-kN1]-7-니트로-1-나프탈렌술포나토(3-)][4-(히드록시-kO)-3-[[2-(히드록시-kO)-5-니트로페닐]아조-kN1]-8-[(2-히드록시-5-니트로페닐)아조]-7-(페닐아미노)-2-나프탈렌술포나토(3-)]크롬산(3-), 이수소 나트륨[[3-(hydroxy-kO)-4-[[2-(hydroxy-kO)-1-naphthalenyl]azo-kN1]-7-nitro-1-naphthalenesulfonato(3-)][4-(hydroxy-kO)-3-[[2-(hydroxy-kO)-5-nitrophenyl]azo-kN1]-8-[(2-hydroxy-5-nitrophenyl)azo]-7-(phenylamino)-2-naphthalenesulfonato(3-)]chromate(3-), sodium dihydrogen; 874299-52-2] 및 이를 25% 이상 함유한 혼합물",874299-52-2
2008-1-566,"[μ-[4-(히드록시-kO)-3,8-비스[[2-(히드록시-kO)-5-니트로페닐]아조-kN1]-7-(페닐아미노-kN)-2-나프탈렌술포나토](5-)]비스[3-(히드록시-kO)-4-[[2-(히드록시-kO)-1-나프탈렌일]아조-kN1]-7-니트로-1-나프탈렌술포나토(3-)]중크롬산(5-), 삼수소 이나트륨[[μ-[4-(Hydroxy-kO)-3,8-bis[[2-(hydroxy-kO)-5-nitrophenyl]azo-kN1]-7-(phenylamino-kN)-2-naphthalenesulfonato](5-)]bis[3-(hydroxy-kO)-4-[[2-(hydroxy-kO)-1-naphthalenyl]azo-kN1]-7-nitro-1-naphthalenesulfonato(3-)]dichromate(5-), disodium trihydrogen; 874299-53-3] 및 이를 25% 이상 함유한 혼합물",874299-53-3
2008-1-567,"N,N,N-트리메틸메탄아미늄과 3,3'-[[6-[(2-히드록시에틸)아미노]-1,3,5-트리아진-2,4-디일]비스[이미노(2-메틸-4,1-페닐렌)아조]]비스[1,5-나프탈렌디술폰산]의 염(4:1)[N,N,N-Trimethylmethanaminium salt with 3,3'-[[6-[(2-hydroxyethyl)amino]-1,3,5-triazine-2,4-diyl]bis[imino(2-methyl-4,1-phenylene)azo]]bis[1,5-naphthalenedisulfonic acid] (4:1); 131013-83-7] 및 이를 25% 이상 함유한 혼합물",131013-83-7
2008-1-568,"염화 코코 알킬(2,3-디히드록시프로필)디메틸 암모늄 3-포스페이트, 나트륨 염[Quaternary ammonium compounds, coco alkyl(2,3-dihydroxypropyl)dimethyl, 3-phosphates (esters), chlorides, sodium salts; 173010-79-2] 및 이를 25% 이상 함유한 혼합물",173010-79-2
